Date,Open_Price,Close_Price,High_Price,Low_Price,Volume,Daily_Return_Pct,Volatility_Range,SMA_50,RSI_14,MACD_Value,Bollinger_Bands_Upper
1993-07-20,40.41,41.31,42.35,39.34,1224478,2.2272,3.01,41.4324,49.38,-0.3337,43.8778
1993-07-21,41.31,42.6,44.08,40.87,16786775,3.1227,3.21,41.418,55.32,-0.187,43.6526
1993-07-22,42.6,41.48,42.6,40.06,9278263,-2.6291,2.54,41.4094,49.85,-0.1592,43.5508
1993-07-23,41.48,41.09,41.97,39.76,11506147,-0.9402,2.21,41.412,48.07,-0.1668,43.4751
1993-07-26,41.09,40.25,41.34,37.89,18499175,-2.0443,3.45,41.4028,44.39,-0.2378,43.4582
1993-07-27,40.25,39.56,40.58,37.18,11980692,-1.7143,3.4,41.3692,41.58,-0.3458,43.4725
1993-07-28,39.56,40.0,40.5,39.09,18675979,1.1122,1.41,41.3386,44.02,-0.3913,43.1817
1993-07-29,40.0,40.13,41.07,39.22,7737838,0.325,1.85,41.3054,44.75,-0.4122,42.8912
1993-07-30,40.13,40.25,41.3,39.91,2335907,0.299,1.39,41.2804,45.46,-0.4143,42.5127
1993-08-02,40.25,40.52,40.56,40.19,14524634,0.6708,0.37,41.2786,47.11,-0.3896,42.4876
1993-08-03,40.52,40.35,41.29,38.98,15685769,-0.4195,2.31,41.267,46.16,-0.3795,42.4376
1993-08-04,40.35,40.2,41.12,38.76,11386964,-0.3717,2.36,41.2454,45.3,-0.3791,42.2946
1993-08-05,40.2,40.15,40.49,39.42,15093599,-0.1244,1.07,41.24,45.0,-0.3785,42.2857
1993-08-06,40.15,41.16,41.45,38.2,9829748,2.5156,3.25,41.2516,51.97,-0.2932,42.3217
1993-08-09,41.16,42.03,42.09,40.7,18722980,2.1137,1.39,41.302,57.02,-0.1536,42.4208
1993-08-10,42.03,42.09,42.52,41.28,6516689,0.1428,1.24,41.3342,57.36,-0.0377,42.5344
1993-08-11,42.09,43.11,44.25,41.12,1043574,2.4234,3.13,41.3842,62.66,0.135,42.8986
1993-08-12,43.11,44.08,44.99,42.21,6036736,2.2501,2.78,41.4742,66.88,0.346,43.4308
1993-08-13,44.08,42.33,44.57,41.75,7787895,-3.9701,2.82,41.4962,54.84,0.3679,43.5705
1993-08-16,42.33,42.58,42.83,41.69,1991747,0.5906,1.14,41.533,56.06,0.4007,43.7325
1993-08-17,42.58,42.88,44.36,42.14,17186036,0.7046,2.22,41.5802,57.54,0.4458,43.9149
1993-08-18,42.88,42.84,43.29,40.52,3187354,-0.0933,2.77,41.633,57.26,0.4729,43.9537
1993-08-19,42.84,41.73,43.3,41.17,8068570,-2.591,2.13,41.6196,50.07,0.4002,43.9711
1993-08-20,41.73,41.13,42.08,39.69,5480394,-1.4378,2.39,41.6068,46.65,0.2908,43.9723
1993-08-23,41.13,42.5,43.65,40.06,10202196,3.3309,3.59,41.5916,54.31,0.311,44.0757
1993-08-24,42.5,41.2,43.08,39.1,13949104,-3.0588,3.98,41.582,47.36,0.2197,44.001
1993-08-25,41.2,41.0,42.23,39.59,12150270,-0.4854,2.64,41.5434,46.38,0.1296,43.9552
1993-08-26,41.0,41.35,42.02,39.54,12759388,0.8537,2.48,41.515,48.4,0.0855,43.9149
1993-08-27,41.35,41.11,41.61,39.2,5858236,-0.5804,2.41,41.4902,47.09,0.0308,43.8743
1993-08-30,41.11,42.13,43.5,40.02,6299509,2.4811,3.48,41.4534,52.92,0.069,43.8858
1993-08-31,42.13,41.49,42.44,40.82,17981127,-1.5191,1.62,41.4144,49.25,0.0471,43.8359
1993-09-01,41.49,39.92,42.5,38.66,10984887,-3.784,3.84,41.339,41.63,-0.0959,43.8744
1993-09-02,39.92,40.76,41.38,38.78,19048599,2.1042,2.6,41.306,46.41,-0.1398,43.8145
1993-09-03,40.76,39.47,41.59,38.23,15582418,-3.1649,3.36,41.2546,40.88,-0.2755,43.9897
1993-09-06,39.47,40.09,41.04,38.94,12795746,1.5708,2.1,41.2288,44.31,-0.3292,44.015
1993-09-07,40.09,41.24,41.62,40.06,12860305,2.8685,1.56,41.2258,50.11,-0.2758,43.9728
1993-09-08,41.24,41.15,42.3,40.46,6732956,-0.2182,1.84,41.1884,49.67,-0.238,43.7784
1993-09-09,41.15,40.35,42.72,38.73,9375123,-1.9441,3.99,41.1394,45.86,-0.2695,43.3061
1993-09-10,40.35,40.01,41.04,39.32,4335998,-0.8426,1.72,41.0812,44.3,-0.3183,43.2236
1993-09-13,40.01,39.17,40.69,38.53,3040698,-2.0995,2.16,41.0458,40.63,-0.4198,43.1545
1993-09-14,39.17,39.51,40.15,37.25,11988020,0.868,2.9,41.05,42.7,-0.4675,42.9154
1993-09-15,39.51,39.45,39.93,39.08,13515241,-0.1519,0.85,41.0624,42.42,-0.5043,42.6279
1993-09-16,39.45,38.4,39.66,37.98,16478925,-2.6616,1.68,41.0312,37.74,-0.6111,42.6688
1993-09-17,38.4,39.54,40.09,37.15,375394,2.9688,2.94,41.0102,44.85,-0.5969,42.6205
1993-09-20,39.54,38.9,39.91,38.59,3428014,-1.6186,1.32,40.9588,41.95,-0.6301,42.3316
1993-09-21,38.9,39.38,40.03,38.12,9709235,1.2339,1.91,40.9182,44.83,-0.6105,42.2361
1993-09-22,39.38,39.64,40.14,38.62,9209256,0.6602,1.52,40.885,46.38,-0.5676,42.1491
1993-09-23,39.64,37.95,39.9,37.55,17430223,-4.2634,2.35,40.8062,38.75,-0.6622,42.1238
1993-09-24,37.95,38.4,40.24,37.67,5726701,1.1858,2.57,40.7674,41.51,-0.6929,42.0306
1993-09-27,38.4,37.37,38.55,36.76,9216399,-2.6823,1.79,40.7066,37.36,-0.7913,41.7827
1993-09-28,37.37,37.76,38.11,37.1,300938,1.0436,1.01,40.6356,39.82,-0.8282,41.5565
1993-09-29,37.76,39.21,40.02,37.37,17061915,3.84,2.65,40.5678,47.97,-0.732,41.5098
1993-09-30,39.21,40.51,41.06,38.56,3530397,3.3155,2.5,40.5484,53.99,-0.5446,41.466
1993-10-01,40.51,40.56,42.6,40.41,16978082,0.1234,2.19,40.5378,54.21,-0.3876,41.5867
1993-10-04,40.56,39.72,41.42,38.29,17312244,-2.071,3.13,40.5272,49.91,-0.3272,41.5506
1993-10-05,39.72,38.49,40.55,38.07,18085109,-3.0967,2.48,40.5058,44.35,-0.3742,41.2666
1993-10-06,38.49,35.73,38.79,34.56,4771100,-7.1707,4.23,40.4204,34.95,-0.627,41.3616
1993-10-07,35.73,34.89,36.22,34.49,7283651,-2.351,1.73,40.3156,32.68,-0.8849,41.6329
1993-10-08,34.89,35.8,36.15,33.59,5000155,2.6082,2.56,40.2266,37.42,-1.0043,41.6343
1993-10-11,35.8,35.69,35.83,35.08,14678936,-0.3073,0.75,40.13,37.08,-1.0951,41.6876
1993-10-12,35.69,37.52,37.59,34.74,12568877,5.1275,2.85,40.0734,45.89,-1.0079,41.5605
1993-10-13,37.52,36.77,37.71,35.16,3342312,-1.9989,2.55,40.0048,43.22,-0.9878,41.4381
1993-10-14,36.77,36.95,38.28,35.98,8394965,0.4895,2.3,39.9408,44.06,-0.9465,41.4021
1993-10-15,36.95,36.53,37.11,35.31,16673013,-1.1367,1.8,39.8482,42.48,-0.9369,41.2382
1993-10-18,36.53,35.76,37.34,35.1,19699693,-2.1079,2.24,39.7228,39.67,-0.98,41.1746
1993-10-19,35.76,35.4,36.63,33.97,3120152,-1.0067,2.66,39.589,38.39,-1.0314,41.034
1993-10-20,35.4,34.79,36.18,33.85,2588896,-1.7232,2.33,39.4226,36.25,-1.1086,40.8483
1993-10-21,34.79,35.15,35.57,34.25,5392898,1.0348,1.32,39.244,38.43,-1.1277,40.8176
1993-10-22,35.15,34.17,36.12,32.91,11482358,-2.7881,3.21,39.0808,34.93,-1.208,40.786
1993-10-25,34.17,34.1,34.37,32.95,11608377,-0.2049,1.42,38.9112,34.69,-1.2627,40.8182
1993-10-26,34.1,33.24,34.97,32.72,18646704,-2.522,2.25,38.7184,31.77,-1.3598,40.8571
1993-10-27,33.24,32.7,33.9,31.57,2447660,-1.6245,2.33,38.5156,30.06,-1.4635,40.6666
1993-10-28,32.7,33.39,33.71,31.19,2854351,2.1101,2.52,38.3488,34.89,-1.473,39.9942
1993-10-29,33.39,34.27,34.42,33.32,6480502,2.6355,1.1,38.2116,40.52,-1.3934,39.0906
1993-11-01,34.27,34.35,34.8,33.82,9919468,0.2334,0.98,38.0486,41.02,-1.3088,38.2612
1993-11-02,34.35,34.32,34.71,32.96,18137847,-0.0873,1.75,37.911,40.88,-1.23,37.6664
1993-11-03,34.32,33.82,34.72,32.73,4293269,-1.4569,1.99,37.7674,38.54,-1.1941,37.6099
1993-11-04,33.82,36.22,36.75,33.76,10495626,7.0964,2.99,37.6648,52.57,-0.961,37.7334
1993-11-05,36.22,35.55,36.25,34.97,11709768,-1.8498,1.28,37.5536,49.2,-0.8208,37.7085
1993-11-08,35.55,35.42,36.1,34.3,1522551,-0.3657,1.8,37.4194,48.55,-0.712,37.6837
1993-11-09,35.42,35.7,36.82,33.95,15933006,0.7905,2.87,37.3036,50.08,-0.5963,37.3461
1993-11-10,35.7,35.63,35.87,34.28,4877841,-0.1961,1.59,37.2178,49.68,-0.5044,37.1565
1993-11-11,35.63,34.71,35.8,34.1,16087439,-2.5821,1.7,37.0968,44.65,-0.5001,36.8247
1993-11-12,34.71,33.27,35.06,31.44,4282777,-4.1487,3.62,36.9728,38.14,-0.6059,36.587
1993-11-15,33.27,31.95,33.73,31.22,14786030,-3.9675,2.51,36.81,33.34,-0.7872,36.6425
1993-11-16,31.95,32.23,34.17,30.87,13172563,0.8764,3.3,36.6298,35.2,-0.8979,36.6324
1993-11-17,32.23,33.16,33.64,31.57,19926743,2.8855,2.07,36.47,41.09,-0.9002,36.5842
1993-11-18,33.16,31.84,35.44,31.09,13985844,-3.9807,4.35,36.2998,36.08,-0.9971,36.5832
1993-11-19,31.84,30.95,33.78,28.82,2514240,-2.7952,4.96,36.1186,33.15,-1.1326,36.7579
1993-11-22,30.95,31.5,32.16,30.9,4325887,1.7771,1.26,35.9652,36.58,-1.182,36.8056
1993-11-23,31.5,30.85,31.54,30.21,16528070,-2.0635,1.33,35.792,34.33,-1.2591,36.9371
1993-11-24,30.85,32.26,33.3,30.84,8546303,4.5705,2.46,35.6482,42.57,-1.1926,36.9455
1993-11-25,32.26,32.91,33.78,30.96,2957125,2.0149,2.82,35.5384,45.93,-1.0751,36.9336
1993-11-26,32.91,35.0,35.5,32.87,7056200,6.3507,2.63,35.4476,55.05,-0.8041,37.0184
1993-11-29,35.0,34.98,35.52,34.29,1281040,-0.0571,1.23,35.3692,54.95,-0.5842,37.0908
1993-11-30,34.98,35.6,36.03,33.95,7983900,1.7724,2.08,35.2936,57.42,-0.3558,37.2552
1993-12-01,35.6,36.53,37.47,35.07,18041038,2.6124,2.4,35.2314,60.88,-0.0986,37.6119
1993-12-02,36.53,35.7,38.37,35.33,16795564,-2.2721,3.04,35.1864,56.47,0.0378,37.5231
1993-12-03,35.7,37.22,37.32,35.18,10046312,4.2577,2.14,35.1628,61.91,0.2655,37.8399
1993-12-06,37.22,36.26,38.46,35.43,6275867,-2.5793,3.03,35.1406,57.06,0.3643,37.9678
1993-12-07,36.26,35.11,37.51,34.43,1940780,-3.1715,3.08,35.0876,51.82,0.3459,37.8919
1993-12-08,35.11,35.5,36.48,33.2,18545767,1.1108,3.28,35.0134,53.38,0.3585,37.8738
1993-12-09,35.5,36.59,37.43,35.49,3637714,3.0704,1.94,34.935,57.53,0.4513,38.1353
1993-12-10,36.59,35.47,36.78,35.34,19783654,-3.0609,1.44,34.8332,52.38,0.4296,38.2834
1993-12-13,35.47,34.69,36.51,34.25,17160769,-2.199,2.26,34.7326,49.08,0.3454,38.305
1993-12-14,34.69,35.92,36.33,33.34,16311395,3.5457,2.99,34.6812,54.0,0.3736,38.4447
1993-12-15,35.92,34.35,37.57,33.72,15921723,-4.3708,3.85,34.6536,47.67,0.2662,38.462
1993-12-16,34.35,35.43,36.03,34.19,6353648,3.1441,1.84,34.6644,51.85,0.2652,38.4645
1993-12-17,35.43,34.88,36.79,33.39,12710291,-1.5524,3.4,34.646,49.67,0.2175,38.2435
1993-12-20,34.88,35.52,36.16,34.53,18222161,1.8349,1.63,34.6426,52.19,0.2287,38.0689
1993-12-21,35.52,35.13,36.87,34.08,9635540,-1.098,2.79,34.5948,50.53,0.2038,37.5545
1993-12-22,35.13,36.44,37.02,34.5,16374858,3.729,2.52,34.5882,55.63,0.2865,37.3395
1993-12-23,36.44,36.87,38.17,36.24,12435898,1.18,1.93,34.5866,57.19,0.3822,37.2115
1993-12-24,36.87,37.94,39.04,36.04,3962723,2.9021,3.0,34.6148,60.87,0.5383,37.6289
1993-12-27,37.94,35.42,38.25,33.53,5548159,-6.6421,4.72,34.608,49.96,0.4534,37.6192
1993-12-28,35.42,35.38,37.02,34.17,10541892,-0.1129,2.85,34.6076,49.81,0.3785,37.6168
1993-12-29,35.38,34.56,36.4,33.76,13042584,-2.3177,2.64,34.603,46.67,0.2501,37.5691
1993-12-30,34.56,34.31,34.74,33.37,11610730,-0.7234,1.37,34.5862,45.72,0.1267,37.6041
1993-12-31,34.31,33.24,35.89,32.3,16572288,-3.1186,3.59,34.5676,41.8,-0.0567,37.5377
1994-01-03,33.24,32.53,33.92,30.57,8395679,-2.136,3.35,34.5362,39.39,-0.2565,37.6863
1994-01-04,32.53,32.91,33.61,32.2,1446880,1.1682,1.41,34.5296,41.34,-0.3797,37.7957
1994-01-05,32.91,35.06,35.18,32.21,1846957,6.533,2.97,34.5768,50.95,-0.3004,37.7689
1994-01-06,35.06,36.39,36.81,34.63,19313469,3.7935,2.18,34.6368,55.78,-0.1288,37.737
1994-01-07,36.39,37.34,38.58,34.23,4266499,2.6106,4.35,34.6982,58.89,0.0829,38.0104
1994-01-10,37.34,37.79,39.53,35.99,12652587,1.2051,3.54,34.767,60.32,0.2837,38.3784
1994-01-11,37.79,36.27,38.04,35.03,12994368,-4.0222,3.01,34.806,53.57,0.3166,38.4134
1994-01-12,36.27,37.25,37.37,35.3,8403919,2.702,2.07,34.8746,56.91,0.4169,38.6262
1994-01-13,37.25,38.01,38.58,34.71,7179508,2.0403,3.87,34.9104,59.36,0.5514,38.9464
1994-01-14,38.01,36.58,38.94,34.65,19486974,-3.7622,4.29,34.931,53.23,0.5364,39.0342
1994-01-17,36.58,36.67,37.04,35.96,5527736,0.246,1.08,34.956,53.56,0.5257,39.1151
1994-01-18,36.67,36.66,37.14,35.95,13176037,-0.0273,1.19,34.9752,53.51,0.5105,39.1967
1994-01-19,36.66,37.15,38.75,36.56,1231466,1.3366,2.19,35.0056,55.47,0.5319,39.2723
1994-01-20,37.15,37.79,38.85,36.77,14304388,1.7227,2.08,35.0672,57.95,0.5937,39.3976
1994-01-21,37.79,38.35,38.38,37.48,3533393,1.4819,0.9,35.1688,60.05,0.6799,39.4723
1994-01-24,38.35,37.39,38.96,37.09,856794,-2.5033,1.87,35.2776,54.98,0.6632,39.6148
1994-01-25,37.39,35.64,37.6,35.3,3370536,-4.6804,2.3,35.3458,47.17,0.503,39.6189
1994-01-26,35.64,36.8,36.85,34.93,19697467,3.2548,1.92,35.4186,52.03,0.4642,39.6673
1994-01-27,36.8,37.66,38.85,35.19,8641954,2.337,3.66,35.535,55.32,0.4971,39.7721
1994-01-28,37.66,37.94,38.69,37.41,19674857,0.7435,1.28,35.6748,56.37,0.5396,39.7335
1994-01-31,37.94,37.98,39.28,37.02,16029344,0.1054,2.26,35.8044,56.52,0.57,39.4
1994-02-01,37.98,38.68,39.66,36.4,17224513,1.8431,3.26,35.961,59.28,0.6431,39.0011
1994-02-02,38.68,38.78,38.95,36.09,11741132,0.2585,2.86,36.0914,59.68,0.701,39.034
1994-02-03,38.78,40.69,41.36,38.13,3933237,4.9252,3.23,36.247,66.37,0.8907,39.7538
1994-02-04,40.69,40.85,41.83,39.58,11019559,0.3932,2.25,36.364,66.86,1.042,40.3709
1994-02-07,40.85,40.76,41.36,40.1,14996086,-0.2203,1.26,36.4796,66.27,1.1415,40.8456
1994-02-08,40.76,40.84,42.5,40.03,7981354,0.1963,2.47,36.5844,66.56,1.2128,41.247
1994-02-09,40.84,40.49,41.16,39.16,19311287,-0.857,2.0,36.6636,64.02,1.2269,41.5511
1994-02-10,40.49,40.06,41.12,39.38,6336688,-1.062,1.74,36.7508,60.95,1.1897,41.7446
1994-02-11,40.06,39.68,41.07,38.16,10316658,-0.9486,2.91,36.8,58.29,1.1167,41.8337
1994-02-14,39.68,39.78,41.76,39.54,4093521,0.252,2.22,36.8704,58.8,1.0547,41.9095
1994-02-15,39.78,40.74,41.1,39.58,561830,2.4133,1.52,36.983,63.42,1.0707,42.0865
1994-02-16,40.74,42.02,43.13,40.48,230616,3.1419,2.65,37.1134,68.5,1.1732,42.5057
1994-02-17,42.02,42.73,43.16,39.66,19326927,1.6897,3.5,37.2362,70.91,1.2967,43.0465
1994-02-18,42.73,41.9,42.84,41.21,13059730,-1.9424,1.63,37.3648,64.68,1.3125,43.3533
1994-02-21,41.9,40.98,41.96,40.82,4183607,-2.1957,1.14,37.4906,58.53,1.2366,43.4366
1994-02-22,40.98,40.64,41.71,40.07,10560282,-0.8297,1.64,37.585,56.4,1.1358,43.1525
1994-02-23,40.64,40.93,41.08,40.51,13563140,0.7136,0.57,37.7166,57.81,1.0671,42.9967
1994-02-24,40.93,41.97,42.48,40.93,10113240,2.5409,1.55,37.8474,62.5,1.084,43.0448
1994-02-25,41.97,42.14,42.99,40.46,6228071,0.4051,2.53,37.9926,63.22,1.0985,43.0852
1994-02-28,42.14,43.48,44.12,41.44,10747032,3.1799,2.68,38.1518,68.37,1.2043,43.3414
1994-03-01,43.48,43.97,45.44,41.57,19569042,1.127,3.87,38.3286,70.02,1.3125,43.7333
1994-03-02,43.97,41.85,44.06,41.78,19923557,-4.8215,2.28,38.4368,56.31,1.2132,43.6394
1994-03-03,41.85,42.09,42.22,41.84,7353378,0.5735,0.38,38.5412,57.33,1.1407,43.7133
1994-03-04,42.09,42.21,42.77,40.39,12737803,0.2851,2.38,38.6266,57.86,1.0805,43.7937
1994-03-07,42.21,41.84,43.09,41.46,2333959,-0.8766,1.63,38.755,55.57,0.9915,43.8291
1994-03-08,41.84,42.37,42.76,41.12,4343480,1.2667,1.64,38.8948,58.13,0.9527,43.9125
1994-03-09,42.37,41.96,43.2,40.99,2667516,-0.9677,2.21,39.0428,55.47,0.8788,43.9313
1994-03-10,41.96,41.07,42.18,40.48,2717753,-2.1211,1.7,39.178,50.11,0.7399,43.8733
1994-03-11,41.07,39.6,42.69,37.79,14125962,-3.5793,4.9,39.3052,42.77,0.5053,43.8855
1994-03-14,39.6,40.2,42.07,38.72,13508508,1.5152,3.35,39.4586,46.23,0.3637,43.8347
1994-03-15,40.2,38.25,40.64,37.66,19091263,-4.8507,2.98,39.5654,38.15,0.093,44.1972
1994-03-16,38.25,38.0,38.84,36.43,12715572,-0.6536,2.41,39.6242,37.25,-0.1401,44.4474
1994-03-17,38.0,39.26,40.4,37.16,10178032,3.3158,3.24,39.6816,44.37,-0.2206,44.3515
1994-03-18,39.26,39.31,39.54,39.25,3915839,0.1274,0.29,39.721,44.64,-0.2772,44.3195
1994-03-21,39.31,38.42,39.36,37.4,676890,-2.2641,1.96,39.7336,40.86,-0.3893,44.4092
1994-03-22,38.42,37.13,40.12,36.46,17208273,-3.3576,3.66,39.7508,36.09,-0.5757,44.6414
1994-03-23,37.13,37.11,37.29,35.29,2511162,-0.0539,2.0,39.748,36.02,-0.7167,44.7888
1994-03-24,37.11,36.96,37.23,36.35,18371665,-0.4042,0.88,39.727,35.46,-0.831,44.7887
1994-03-25,36.96,37.76,37.9,36.42,6292574,2.1645,1.48,39.7506,40.73,-0.8473,44.632
1994-03-28,37.76,38.18,38.75,37.36,7955540,1.1123,1.39,39.7808,43.34,-0.8168,44.1583
1994-03-29,38.18,37.11,39.86,37.09,8659329,-2.8025,2.77,39.7898,38.66,-0.869,43.5239
1994-03-30,37.11,36.67,37.62,36.13,5049107,-1.1857,1.49,39.7802,36.9,-0.9351,43.3042
1994-03-31,36.67,35.93,37.94,35.24,16294940,-2.018,2.7,39.743,34.09,-1.0353,43.0318
1994-04-01,35.93,34.7,38.27,34.44,16477994,-3.4233,3.83,39.67,29.99,-1.2001,42.7805
1994-04-04,34.7,34.34,36.52,33.12,3975952,-1.0375,3.4,39.609,28.9,-1.3443,42.5222
1994-04-05,34.34,35.23,35.85,33.98,1697751,2.5917,1.87,39.6008,35.19,-1.3709,41.8904
1994-04-06,35.23,36.32,37.32,35.06,12154926,3.094,2.26,39.5912,41.97,-1.2892,41.1653
1994-04-07,36.32,38.09,38.48,34.22,6324036,4.8733,4.26,39.5998,50.94,-1.0693,40.6326
1994-04-08,38.09,38.69,39.67,36.8,5204243,1.5752,2.87,39.6148,53.56,-0.8369,40.4814
1994-04-11,38.69,39.56,41.35,37.65,17351665,2.2486,3.7,39.6464,57.14,-0.576,40.3381
1994-04-12,39.56,40.05,40.41,39.09,18225146,1.2386,1.32,39.6738,59.05,-0.3258,40.6429
1994-04-13,40.05,42.84,43.44,39.74,6808758,6.9663,3.7,39.755,67.85,0.0964,41.6926
1994-04-14,42.84,43.52,44.61,41.29,1628058,1.5873,3.32,39.8116,69.56,0.4804,42.6431
1994-04-15,43.52,42.64,43.93,42.24,6100402,-2.0221,1.69,39.8474,64.75,0.7055,43.2331
1994-04-18,42.64,42.53,42.72,41.71,19947966,-0.258,1.01,39.8828,64.15,0.8651,43.8117
1994-04-19,42.53,43.3,43.96,41.43,17405873,1.8105,2.53,39.932,66.48,1.0417,44.5254
1994-04-20,43.3,46.33,47.24,43.27,7760287,6.9977,3.97,40.0488,73.73,1.4099,45.8711
1994-04-21,46.33,47.04,47.29,45.84,12336039,1.5325,1.45,40.1884,75.09,1.7389,47.1705
1994-04-22,47.04,46.12,47.27,45.47,13779407,-1.9558,1.8,40.3172,70.03,1.9035,48.0779
1994-04-25,46.12,46.77,47.98,43.67,17530660,1.4094,4.31,40.457,71.49,2.0626,49.0047
1994-04-26,46.77,46.83,47.09,46.43,1056668,0.1283,0.66,40.5788,71.63,2.1686,49.8028
1994-04-27,46.83,48.04,48.28,45.66,7329951,2.5838,2.62,40.6992,74.32,2.3234,50.6864
1994-04-28,48.04,49.72,49.98,47.85,17865753,3.4971,2.13,40.839,77.51,2.5522,51.696
1994-04-29,49.72,48.7,51.05,47.67,9977413,-2.0515,3.38,40.975,71.69,2.6211,52.1515
1994-05-02,48.7,50.72,50.83,48.67,5219802,4.1478,2.16,41.1698,75.6,2.8063,52.703
1994-05-03,50.72,50.35,51.23,50.34,16481387,-0.7295,0.89,41.364,73.59,2.8899,53.0119
1994-05-04,50.35,49.41,51.48,47.48,11508070,-1.8669,4.0,41.5336,68.62,2.8474,53.0449
1994-05-05,49.41,47.2,49.96,46.83,2635741,-4.4728,3.13,41.6382,58.59,2.6055,52.8373
1994-05-06,47.2,46.07,47.81,45.2,9397563,-2.3941,2.61,41.7168,54.22,2.296,52.4633
1994-05-09,46.07,46.3,46.5,46.03,11456496,0.4992,0.47,41.7732,54.96,2.0458,52.0873
1994-05-10,46.3,45.08,46.4,44.32,5773196,-2.635,2.08,41.7954,50.34,1.7291,51.6099
1994-05-11,45.08,46.41,46.58,44.89,7492242,2.9503,1.69,41.8866,54.8,1.5674,51.4962
1994-05-12,46.41,46.98,48.3,45.22,13033064,1.2282,3.08,41.9844,56.6,1.4683,51.4395
1994-05-13,46.98,47.06,48.03,46.12,686452,0.1703,1.91,42.0814,56.86,1.3803,51.2182
1994-05-16,47.06,47.79,47.88,44.86,11583632,1.5512,3.02,42.2004,59.25,1.3538,50.9051
1994-05-17,47.79,47.18,47.94,46.55,9751261,-1.2764,1.39,42.2966,56.44,1.269,50.567
1994-05-18,47.18,48.11,49.19,46.25,4635926,1.9712,2.94,42.4196,59.59,1.2623,50.6154
1994-05-19,48.11,49.22,49.57,47.85,12433288,2.3072,1.72,42.5826,63.03,1.3312,50.7967
1994-05-20,49.22,48.2,50.34,46.31,10598919,-2.0723,4.03,42.7546,58.13,1.2887,50.8153
1994-05-23,48.2,46.87,48.58,46.27,4498941,-2.7593,2.31,42.888,52.41,1.1345,50.8133
1994-05-24,46.87,46.54,48.01,46.33,19602233,-0.7041,1.68,43.0538,51.07,0.9745,50.8215
1994-05-25,46.54,46.49,46.79,44.8,5046880,-0.1074,1.99,43.2236,50.85,0.8341,50.7969
1994-05-26,46.49,45.08,46.6,44.42,8668960,-3.0329,2.18,43.34,45.15,0.6021,50.629
1994-05-27,45.08,45.09,46.52,44.09,19941924,0.0222,2.43,43.4556,45.19,0.4142,50.5678
1994-05-30,45.09,45.86,46.45,43.77,12533555,1.7077,2.68,43.6044,48.83,0.3237,49.9577
1994-05-31,45.86,44.95,47.55,43.8,3130425,-1.9843,3.75,43.7608,45.03,0.1766,49.3892
1994-06-01,44.95,45.7,46.98,44.05,13131228,1.6685,2.93,43.9326,48.58,0.1191,48.9327
1994-06-02,45.7,44.27,46.78,44.24,10415109,-3.1291,2.54,44.0788,42.89,-0.0414,48.9898
1994-06-03,44.27,43.3,44.99,43.0,12088070,-2.1911,1.99,44.1896,39.51,-0.244,49.2188
1994-06-06,43.3,43.58,44.06,41.85,13538768,0.6467,2.21,44.2976,40.95,-0.3777,49.3324
1994-06-07,43.58,43.4,45.33,43.05,13777732,-0.413,2.28,44.4234,40.29,-0.4924,49.4559
1994-06-08,43.4,44.03,45.41,42.14,4430232,1.4516,3.27,44.5706,43.74,-0.5265,49.458
1994-06-09,44.03,43.64,45.49,42.69,9107285,-0.8858,2.8,44.7248,42.12,-0.5782,49.4087
1994-06-10,43.64,43.82,44.26,42.71,16935166,0.4125,1.55,44.9072,43.17,-0.5979,49.3027
1994-06-13,43.82,43.99,44.18,43.64,12474896,0.388,0.54,45.1002,44.19,-0.5929,49.0398
1994-06-14,43.99,42.8,44.74,42.21,17465554,-2.7052,2.53,45.2516,38.89,-0.6771,48.9141
1994-06-15,42.8,42.11,44.59,40.76,2940641,-1.6121,3.83,45.3674,36.18,-0.7905,48.6097
1994-06-16,42.11,42.35,43.25,41.34,8305511,0.5699,1.91,45.4526,37.8,-0.8511,47.843
1994-06-17,42.35,42.47,43.21,42.12,15234473,0.2834,1.09,45.5282,38.64,-0.8793,47.2125
1994-06-20,42.47,41.66,44.41,40.33,4185238,-1.9072,4.08,45.5702,35.18,-0.9561,46.9222
1994-06-21,41.66,41.12,42.24,39.73,16724622,-1.2962,2.51,45.5916,33.06,-1.0483,46.6872
1994-06-22,41.12,41.62,42.64,40.57,13307262,1.216,2.07,45.5672,36.86,-1.0688,46.302
1994-06-23,41.62,41.63,43.14,41.22,2021411,0.024,1.92,45.5294,36.94,-1.0719,46.1559
1994-06-24,41.63,42.26,42.81,40.48,12327029,1.5133,2.33,45.5218,41.76,-1.0118,45.9327
1994-06-27,42.26,42.15,42.45,41.79,19611585,-0.2603,0.66,45.5142,41.17,-0.962,45.4832
1994-06-28,42.15,41.5,42.49,40.55,11549103,-1.5421,1.94,45.4782,37.76,-0.9638,45.2294
1994-06-29,41.5,40.6,43.31,39.53,14597858,-2.1687,3.78,45.3636,33.61,-1.0261,44.781
1994-06-30,40.6,41.55,42.21,40.4,8402839,2.3399,1.81,45.2538,40.99,-0.9874,44.5468
1994-07-01,41.55,41.44,43.77,40.14,17752410,-0.2647,3.63,45.1602,40.43,-0.9546,44.4656
1994-07-04,41.44,42.32,42.76,41.09,13311571,2.1236,1.67,45.0712,46.7,-0.8479,44.3252
